ID;NOM;TYPE;PROP_VEGE_HAUTE;ADRESSE;ARRONDISSEMENT;OUVERTURE;OUVERTURE_24H;OUVERTURE_CANICULE;HORAIRES_LUNDI;HORAIRES_MARDI;HORAIRES_MERCREDI;HORAIRES_JEUDI;HORAIRES_VENDREDI;HORAIRES_SAMEDI;HORAIRES_DIMANCHE;LATITUDE;LONGITUDE
112;JARDIN PAUL NIZAN;Promenades ouvertes;12.276928000000002;9 RUE INDUSTRIE;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8226222319;2.35748500898
113;SQUARE BARGUE - PLATON;Promenades ouvertes;24.757069;134 RUE FALGUIERE;75015;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.837460264;2.31053842527
114;JARDIN DE L'HOPITAL VAUGIRARD;Promenades ouvertes;38.98666;389 RUE VAUGIRARD;75015;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8347238064;2.29316276271
115;JARDIN DU TRIBUNAL D'INSTANCE DE PARIS;Jardins grandes institutions;51.0;11 Bis rue Casimir Perrier;75007;;Non;Non;;;;;;;;48.8575313852;2.32059715574
116;Le Chais de Bagatelle;Bois;45.874701;10 Route du Champ d'Entraînement;75016;;Non;Non;;;;;;;;48.8745817413;2.25128304241
117;Pavillon Windsor;Bois;43.376771000000005;4 Route du Champ d'Enttraînement;75016;;Non;Non;;;;;;;;48.8741692587;2.25237264141
118;SQUARE FLORENCE BLUMENTHAL;Promenades ouvertes;18.901529;93 RUE CHATEAU RENTIERS;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8276435765;2.36735373242
119;SQUARE RENE LE GALL;Promenades ouvertes;44.152417;28 RUE CROULEBARBE;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8329002198;2.3496387905
120;Musée des Arts et Traditions Populaires;Bois;10.767564;6 Avenue du Mahatma Gandhi;75016;;Non;Non;;;;;;;;48.8774114132;2.26845923714
121;Centre Equestre de la Cartoucherie;Bois;28.244089;Route du Champ de Manoeuvre;75012;;Non;Non;;;;;;;;48.8350009658;2.44850001336
122;Chalet de vente n° 8;Bois;0.0;8 Avenue de Gravelle;75012;;Non;Non;;;;;;;;48.8243084959;2.42317133846
123;Bosquette de la Photo Hippique;Bois;0.0;85 Chemin de Ceinture du Lac Inférieur;75016;;Non;Non;;;;;;;;48.8675263018;2.26165564148
124;Brigade cynophile - Préfecture de Police;Bois;35.142763;Avenue de l'Ecole de Joinville;75012;;Non;Non;;;;;;;;48.8183428311;2.45382710632
125;Paris Cycles;Bois;6.791688;Avenue de l'Hippodrome;75016;;Non;Non;;;;;;;;48.8600803239;2.25430226467
126;SQUARE GERBERT - BLOMET;Promenades ouvertes;84.408218;113 RUE BLOMET;75015;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8399046287;2.29797643194
127;JARDIN DURANTON;Promenades ouvertes;10.829905;9 RUE DURANTON;75015;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8410988689;2.28571340628
128;SQUARE DES SAINTS-SIMONIENS - MENILMONTANT;Promenades ouvertes;19.440486;149 RUE MENILMONTANT;75020;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8706206678;2.39668647703
129;JARDIN TERESKA TORRES-LEVIN;Promenades ouvertes;10.0;7 RUE LAURE DIEBOLD;75008;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8758198725;2.30535998272
130;ESPACE VERT DE LA PLACE DE L'EDIT DE NANTES;Promenades ouvertes;60.00000000000001;2 PLACE DE L' EDIT DE NANTES;75019;;Non;Non;;;;;;;;48.8888846475;2.37840186267
131;SQUARE NECKER;Promenades ouvertes;54.724804999999996;13 RUE PROCESSION;75015;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8395484574;2.30652461383
132;PROMENADE PEREIRE - BAYEN / LEBON;Promenades ouvertes;2.122335;47 RUE BAYEN;75017;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8818612899;2.29149584782
133;SQUARE SAINT-LAMBERT;Promenades ouvertes;36.625574;1 RUE THEOPHRASTE RENAUDOT;75015;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8422692897;2.29691899957
134;Bois de Boulogne;Bois;40.393301;;75016;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8643861329;2.23170561327
135;JARDIN DES CEVENNES;Promenades ouvertes;36.737441;9 RUE CAUCHY;75015;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8435143423;2.27584412004
136;JARDIN DU 8 RUE DE LA MADONE (JARDIN EVANGILE);Promenades ouvertes;50.120414000000004;8 RUE MADONE;75018;Ouvert;Non;Non;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;09:00 - 19:00;09:00 - 19:00;48.8924330143;2.36182252801
137;SQUARE DES BATIGNOLLES;Promenades ouvertes;53.193292;144 B RUE CARDINET;75017;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8874558791;2.3163006158
138;JARDIN ANDREE ULMANN;Promenades ouvertes;33.022482000000004;29 BD REIMS;75017;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8894886435;2.29863312591
139;Jardin du Carré de BAUDOIN;Promenades ouvertes;34.348507;119 RUE MENILMONTANT;75020;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8699218889;2.39352953107
140;ESPLANADE GASTON MONNERVILLE;Promenades ouvertes;24.695237;1 PL ANDRE HONNORAT;75006;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8433964102;2.336974776
141;Bois de Vincennes;Bois;83.511555;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8253389457;2.42575031331
142;JARDINS DES CHAMPS ELYSEES;Promenades ouvertes;24.776381999999998;5 AV CHAMPS ELYSEES;75008;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;;
143;;;;;;;;;;;;;;;;;
144;;;;;;;;;;;;;;;;;
145;;;;;;;;;;;;;;;;;
146;;;;;;;;;;;;;;;;;
147;;;;;;;;;;;;;;;;;
148;;;;;;;;;;;;;;;;;
149;;;;;;;;;;;;;;;;;
150;;;;;;;;;;;;;;;;;
151;SQUARE LOUIS LUMIERE;Promenades ouvertes;39.736125;24 RUE LOUIS LUMIERE;75020;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8588418424;2.41184653326
152;PARC DE BERCY;Promenades ouvertes;33.744447;2 RUE JOSEPH KESSEL;75012;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.833589434;2.38446601101
153;JARDIN DE LA FOLIE TITON;Promenades ouvertes;3.548883;17 RUE TITON;75011;Ouvert;Non;Non;08:00 - 21:30;08:00 - 21:30;08:00 - 21:30;08:00 - 21:30;08:00 - 21:30;09:00 - 21:30;09:00 - 21:30;48.8521233375;2.38569497051
154;MAIL MAURICE NOGUES;Promenades ouvertes;9.373348;15 RUE MAURICE NOGUES;75014;;Non;Non;;;;;;;;48.8252850068;2.30490732574
155;Club Tir à l'Arc;Bois;52.529222;10 w Route Saint Louis;75012;;Non;Non;;;;;;;;48.8258917057;2.42647099638
156;PROMENADE RICHARD LENOIR SQUARE MAY PICQUERAY;Promenades ouvertes;68.790772;35   BOULEVARD RICHARD LENOIR;75011;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.863433039;2.37146182992
157;JARDINETS DE LA PLACE DE LA PORTE D'AUTEUIL;Jardinets décoratifs;42.387843000000004;4 X PLACE DE LA PORTE D'AUTEUIL;75016;;Non;Non;;;;;;;;48.848507653;2.25838993579
158;DECORATION DE LA PLACE LUCIEN HERR;Décorations sur la voie publique;0.380607;2   PLACE LUCIEN HERR;75005;;Non;Non;;;;;;;;48.841860475;2.34809109254
159;PARC FLORAL DE PARIS;Promenades ouvertes;44.827989;7   CARREFOUR DE LA PYRAMIDE;75012;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;;
160;;;;;;;;;;;;;;;;;
161;JARDIN D'AGRONOMIE TROPICALE;Promenades ouvertes;53.926283;45 BIS AVENUE DE LA BELLE GABRIELLE * NOGENT FONTENAY;75012;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;48.833809925;2.46659209552
162;HIPPODROME D'AUTEUIL, PELOUSE B;Promenades ouvertes;0.009807;3  ROUTE D' AUTEUIL AUX LACS;75016;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8537223347;2.25888978406
163;JARDINIERES ET PLACETTE LEON BLUM;Promenades ouvertes;38.813017;1 PL LEON BLUM;75011;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8580253972;2.38010498098
164;JARDIN DE L'AVENUE FOCH - PELOUSE 01;Promenades ouvertes;45.869279999999996;10 AV FOCH;75016;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8720522153;2.27593431262
165;SQUARE HENRI KARCHER;Promenades ouvertes;18.170738;165 RUE PYRENEES;75020;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8598401279;2.40079846038
166;JARDIN DU MONUMENT AUX MERES FRANCAISES;Promenades ouvertes;37.48564;29 BD KELLERMANN;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.820001597;2.35591001348
167;SQUARE DE L'ABBE ESQUERRE;Promenades ouvertes;37.209077;1 PL PRESIDENT MITHOUARD;75007;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8503145914;2.31365147436
168;SQUARE DES MISSIONS ETRANGERES;Promenades ouvertes;41.450734;105 RUE BAC;75007;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8524261871;2.32444452368
169;SQUARE MADELEINE TRIBOLATI;Promenades ouvertes;45.824432;2 B RUE ROBERT BLACHE;75010;Ouvert;Non;Non;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;09:00 - 19:00;09:00 - 19:00;48.8771732706;2.36433563376
170;Jardin du passage STENDHAL;Promenades ouvertes;6.368473;7 PAS STENDHAL;75020;;Non;Non;;;;;;;;48.8616199077;2.4006444858
171;TERRAIN DE BOULES AVENUE JUNOT;Promenades ouvertes;65.536628;8 VOIE M/18;75018;;Non;Non;;;;;;;;48.8880894988;2.33545429889
172;Jardin d'Isoré;Promenades ouvertes;60.00000000000001;1 rue Bézout;75014;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.828902073;2.33304051108
173;Jardin de la place Mohamed Bouazizi;Promenades ouvertes;70.0;place Mohamed Bouazizi;75014;;Oui;Non;;;;;;;;48.8249212448;2.33759726842
174;PARC DE LA CITÉ UNIVERSITAIRE;Jardins grandes institutions;30.619059999999998;;75014;;Non;Non;;;;;;;;;
175;;;;;;;;;;;;;;;;;
176;;;;;;;;;;;;;;;;;
177;SQUARE DES CHAMAILLARDS;Promenades ouvertes;5.764209999999999;55 RUE CHATEAU RENTIERS;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8253429815;2.36923023856
178;PARC DE PASSY;Promenades ouvertes;5.545915;11 AV MARCEL PROUST;75016;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8557519768;2.28343833911
179;Manège Baby Zoo;Bois;29.630847;29 Route de Ceinture du Lac Daumesnil;75012;;Non;Non;;;;;;;;48.8330446508;2.41371026919
180;Chalet de Vente Les Bosquettes Dauphine;Bois;100.0;13 Allée Fortunée;75016;;Non;Non;;;;;;;;48.8725205838;2.2724587263
181;Manège Le Chahut;Bois;0.0;21 w Avenue de Bel Air;75012;;Non;Non;;;;;;;;48.8429896422;2.42030232037
182;Tir aux Pigeons;Bois;13.932404000000002;Route de l'Etoile;75016;Ouvert;Non;Non;08:00 - 17:30;08:00 - 17:30;08:00 - 17:30;08:00 - 17:30;08:00 - 17:30;10:00 - 17:30;10:00 - 17:30;48.8735611979;2.25909981807
183;PARC MONTSOURIS;Promenades ouvertes;47.128294;28 BD JOURDAN;75014;Ouvert;Non;Non;07:00 - 18:00;07:00 - 18:00;07:00 - 18:00;07:00 - 18:00;07:00 - 18:00;07:00 - 18:00;07:00 - 18:00;48.8221998667;2.3381114802
184;SQUARE TROUSSEAU;Promenades ouvertes;63.455348;6 RUE ANTOINE VOLLON;75012;Ouvert;Non;Non;09:30 - 19:00;09:30 - 19:00;09:30 - 19:00;09:30 - 19:00;09:30 - 19:00;09:00 - 19:00;09:00 - 19:00;48.8504235034;2.37711825009
185;Bois de Vincennes;Bois;97.822129;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8297568203;2.42645289088
186;JARDIN DE L'AVENUE DODE DE LA BRUNERIE;Promenades ouvertes;40.0;1 AVENUE DODE DE LA BRUNERIE;75016;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8359034081;2.25764422604
187;JARDIN DU MOULIN DES TROIS CORNETS;Promenades ouvertes;31.916606;2 T RUE RAYMOND LOSSERAND;75014;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8366737248;2.32236548532
188;SQUARE JEAN MOULIN;Promenades ouvertes;28.576898;2 RUE NICOLAS TAUNAY;75014;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8239132448;2.31877348894
189;Bois de Vincennes;Bois;61.903374;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8195174696;2.44463965852
190;Bois de Vincennes;Bois;93.852486;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8216271147;2.43425850314
191;SQUARE DE LA BUTTE DU CHAPEAU ROUGE;Promenades ouvertes;36.831196;4 AV DEBIDOUR;75019;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8818794063;2.39859738045
192;SQUARE DE LA RUE CURIAL;Promenades ouvertes;37.675503;85 RUE CURIAL;75019;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8956482647;2.37495183946
193;JARDIN DE LA RUE REBEVAL;Promenades ouvertes;72.85672;13 RUE REBEVAL;75019;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.874525799;2.37709656141
194;SQUARE ROBERT BAJAC;Promenades ouvertes;43.116313;1 BD KELLERMANN;75013;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8185545886;2.35892975882
195;Bois de Vincennes;Bois;48.949876;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.826065922;2.44233631878
196;Bois de Vincennes;Bois;19.50534;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8281461968;2.41356542003
197;PROMENADE RICHARD LENOIR SQUARE RICHARD LENOIR;Promenades ouvertes;46.769305;35   BOULEVARD RICHARD LENOIR;75011;Ouvert;Non;Non;08:00 - 18:45;08:00 - 18:45;08:00 - 18:45;08:00 - 18:45;08:00 - 18:45;09:00 - 18:45;09:00 - 18:45;48.859101105;2.37182298533
198;SQUARE TARAS CHEVTCHENKO;Promenades ouvertes;34.808568;186 BD SAINT GERMAIN;75006;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8545966123;2.33084811711
199;SQUARE GEORGES MELIES;Promenades ouvertes;22.113766000000002;58 BD SOULT;75012;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.841131646;2.4098095
200;SQUARE RUES BELLEVILLE - TELEGRAPHE;Promenades ouvertes;72.477129;44 RUE TELEGRAPHE;75020;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8753438906;2.39956518319
201;JARDIN CYPRIAN KAMIL NORWID;Promenades ouvertes;2.3463770000000004;46 RUE GRANDS MOULINS;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8282609803;2.3772006106
202;SQUARE ALBERT SCHWEITZER;Promenades ouvertes;0.0;10 RUE HOTEL VILLE;75004;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8538701962;2.35789546267
203;Location de barques du Lac des Minimes;Bois;0.0;42 w Route du Grand Prieur;75012;;Non;Non;;;;;;;;48.8384471523;2.45802516666
204;SEPE, billetterie, garage quadricycles;Bois;0.0;Parc Floral, aire de jeux;75012;;Non;Non;;;;;;;;48.8374801073;2.44751486928
205;JARDIN ALEXANDRE SOLJENITSYNE;Promenades ouvertes;21.915051;4 PL PORTE MAILLOT;75016;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8778147829;2.28237578485
206;JARDINS DU TROCADERO;Promenades ouvertes;27.710021;1 PL VARSOVIE;75016;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;;
207;;;;;;;;;;;;;;;;;
208;;;;;;;;;;;;;;;;;
209;;;;;;;;;;;;;;;;;
210;JARDIN DES MERES ET GRAND-MERES DE LA PLACE DE MAI;Promenades ouvertes;0.0038730000000000006;2 RUE BALARD;75015;Ouvert;Oui;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8454045439;2.27658496764
211;SQUARE PRIOU - VALJEAN;Promenades ouvertes;18.345139;6 RUE FIGUIER;75004;Ouvert;Non;Non;08:00 - 18:15;08:00 - 18:15;08:00 - 18:15;08:00 - 18:15;08:00 - 18:15;09:00 - 18:15;09:00 - 18:15;48.85397747;2.35936353593
212;JARDIN HEROLD;Promenades ouvertes;0.48166;13 RUE FRANCIS PONGE;75019;Ouvert;Non;Non;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:30 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8824792115;2.39494115466
213;Bois de Vincennes;Bois;57.476912999999996;;75012;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8255696561;2.46533969083
214;JARDIN DE LA PLACE PIERRE LAFUE;Promenades ouvertes;51.105752;2 V PL PIERRE LAFUE;75006;;Oui;Non;;;;;;;;48.8447432176;2.3290802088
215;JARDIN DU MUSÉE DE MONTMARTRE;Jardins grandes institutions;46.156153;;75018;;Non;Non;;;;;;;;48.887949245;2.34100593609
216;Le Pavillon Dauphine;Bois;39.909403999999995;Route des Lacs à la Porte des Sablons;75016;;Non;Non;;;;;;;;48.8718677796;2.27307014989
217;JARDIN DES DEUX MOULINS;Promenades ouvertes;13.173061;78 AV EDISON;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8304806771;2.35790505736
218;PARC DE CHOISY;Promenades ouvertes;31.573572;128 AV CHOISY;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8279366174;2.36028455182
219;SQUARE DE LA RAFFINERIE SAY;Promenades ouvertes;5.319585;147 BD VINCENT AURIOL;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8318768796;2.36154615903
220;SQUARE HELENE BOUCHER;Promenades ouvertes;34.674309;6 RUE FERNAND WIDAL;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8185150331;2.36028555149
221;SQUARE GUSTAVE MESUREUR;Promenades ouvertes;49.06425;105 RUE JEANNE ARC;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8337409481;2.36237142922
222;SQUARE SAMUEL BECKETT;Promenades ouvertes;29.591762;47 RUE GANDON;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8201353188;2.36255302035
223;JARDIN DU MOULIN DE LA POINTE;Promenades ouvertes;16.454439999999998;22 BD KELLERMANN;75013;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8210696517;2.35729905657
224;JARDIN EMILE GALLE;Promenades ouvertes;35.586664;32 RUE NEUVE BOULETS;75011;Ouvert;Non;Non;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;08:00 - 19:00;09:00 - 19:00;09:00 - 19:00;48.8539500207;2.39080188071
225;Bois de Boulogne;Bois;55.589062;;75016;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;;
226;;;;;;;;;;;;;;;;;
227;Bois de Boulogne;Bois;38.319435;;75016;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8483981781;2.25182293528
228;Bois de Boulogne;Bois;36.585373;;75016;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;48.8563155884;2.25694213638
229;JARDIN DU GRAND PAVOIS;Promenades ouvertes;10.992951000000001;18 RUE VASCO GAMA;75015;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8371897466;2.28199797756
230;JARDIN DES POETES;Promenades ouvertes;44.751652;1 AV PORTE AUTEUIL;75016;Ouvert;Non;Non;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;08:00 - 18:00;09:00 - 18:00;09:00 - 18:00;48.8475186023;2.25543494804
231;PARC OMNISPORT SUZANNE LENGLEN;Promenades ouvertes;34.28873;7 BD FRERES VOISIN;75015;Ouvert;Non;Non;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;00:00 - 23:59;;
232;;;;;;;;;;;;;;;;;
